filename,gt,pred,prob
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2587_aligned.jpg,6,6,0.8694098591804504
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1513_aligned.jpg,5,5,0.9987180233001709
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_3050_aligned.jpg,6,6,0.9989929795265198
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1415_aligned.jpg,3,3,0.9797039031982422
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1756_aligned.jpg,5,5,0.9990054965019226
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0702_aligned.jpg,3,3,0.9999485015869141
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0388_aligned.jpg,3,4,0.879494309425354
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0645_aligned.jpg,3,3,0.9999710321426392
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0691_aligned.jpg,4,4,0.8586011528968811
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0699_aligned.jpg,3,3,0.9999202489852905
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1906_aligned.jpg,3,3,0.9998725652694702
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0922_aligned.jpg,3,3,0.8947498202323914
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2489_aligned.jpg,6,4,0.6504563689231873
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1540_aligned.jpg,3,2,0.8817457556724548
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0940_aligned.jpg,2,2,0.888735294342041
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0637_aligned.jpg,3,3,0.9998118281364441
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2290_aligned.jpg,1,1,0.9999003410339355
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1067_aligned.jpg,3,3,0.9993599057197571
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1093_aligned.jpg,3,3,0.986770749092102
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0555_aligned.jpg,3,3,0.8779309391975403
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2311_aligned.jpg,2,2,0.9979605674743652
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2340_aligned.jpg,2,3,0.7361727952957153
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1192_aligned.jpg,5,5,0.9361826181411743
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1011_aligned.jpg,3,3,0.9999737739562988
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2443_aligned.jpg,6,6,0.9700351357460022
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1869_aligned.jpg,0,0,0.9883871674537659
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2830_aligned.jpg,6,4,0.9924778342247009
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2098_aligned.jpg,3,4,0.5972971320152283
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0924_aligned.jpg,3,3,0.9995561242103577
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0574_aligned.jpg,3,3,0.9999386072158813
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0247_aligned.jpg,3,3,0.9930787682533264
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1233_aligned.jpg,4,4,0.9942792654037476
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2960_aligned.jpg,6,6,0.9784530997276306
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0043_aligned.jpg,0,0,0.9997429251670837
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1865_aligned.jpg,3,3,0.9855637550354004
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1074_aligned.jpg,4,4,0.9994761347770691
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2760_aligned.jpg,6,6,0.9803310036659241
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0855_aligned.jpg,3,3,0.9999798536300659
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0765_aligned.jpg,4,4,0.9999958276748657
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1300_aligned.jpg,4,4,0.9997650980949402
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0609_aligned.jpg,3,3,0.9998435974121094
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2269_aligned.jpg,1,0,0.7193832397460938
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_3047_aligned.jpg,6,6,0.9556866884231567
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0447_aligned.jpg,3,3,0.9930236339569092
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0344_aligned.jpg,4,4,0.998701810836792
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0700_aligned.jpg,3,3,0.9998445510864258
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2172_aligned.jpg,5,5,0.997534990310669
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1299_aligned.jpg,3,6,0.9243931174278259
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0425_aligned.jpg,3,3,0.9992105960845947
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0126_aligned.jpg,3,3,0.9997506737709045
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0216_aligned.jpg,5,5,0.9993656277656555
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0272_aligned.jpg,3,3,0.9999414682388306
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0463_aligned.jpg,3,3,0.9995983242988586
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_3045_aligned.jpg,6,6,0.9994613528251648
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1397_aligned.jpg,4,4,0.9033742547035217
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1141_aligned.jpg,4,6,0.7510785460472107
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0584_aligned.jpg,3,2,0.9951637983322144
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0952_aligned.jpg,4,2,0.9324935078620911
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1207_aligned.jpg,0,0,0.9967038035392761
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2992_aligned.jpg,6,2,0.5036712288856506
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0360_aligned.jpg,0,0,0.7359750270843506
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2861_aligned.jpg,6,6,0.9998993873596191
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1786_aligned.jpg,0,0,0.9999994039535522
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1782_aligned.jpg,5,5,0.9923214316368103
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1343_aligned.jpg,4,4,0.9998787641525269
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1256_aligned.jpg,4,4,0.564939022064209
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1403_aligned.jpg,0,0,0.986660361289978
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2762_aligned.jpg,6,3,0.9818595051765442
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0127_aligned.jpg,0,1,0.7636003494262695
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0400_aligned.jpg,3,3,0.9999847412109375
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0222_aligned.jpg,3,3,0.9996010661125183
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2477_aligned.jpg,6,6,0.9975824356079102
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2573_aligned.jpg,6,6,0.9767036437988281
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1942_aligned.jpg,4,6,0.9459061622619629
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0267_aligned.jpg,3,3,0.9996756315231323
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1007_aligned.jpg,5,5,0.9888327121734619
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2240_aligned.jpg,1,3,0.9997749924659729
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0919_aligned.jpg,0,0,0.9999105930328369
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0181_aligned.jpg,3,3,0.9987707734107971
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2468_aligned.jpg,6,6,0.6604297161102295
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1667_aligned.jpg,3,3,0.9996908903121948
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1738_aligned.jpg,0,0,0.999998927116394
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_0827_aligned.jpg,3,3,0.9992548823356628
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_3056_aligned.jpg,6,6,0.9949591159820557
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2780_aligned.jpg,6,6,0.9867695569992065
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_2865_aligned.jpg,6,6,0.9968998432159424
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1799_aligned.jpg,4,4,0.9388378262519836
/home/xulu/DataSet/TreeCNN/RAF-Face/basic/Image/aligned/test_1954_aligned.jpg,2,2,0.8163804411888123
